date,time,SP(s),SFR(ml/s),T(C),RH(%),PM_A(ug/m^3),PM_B(ug/m^3),PM_C(ug/m^3)
2025-01-14,05:31:07,4.99,3.7,35.34,62.13,0.02,6.66,104.17
2025-01-14,05:31:17,4.99,3.7,35.38,62.33,0.09,4.68,54.55
2025-01-14,05:31:27,4.99,3.7,35.38,62.41,0.03,4.99,85.86
2025-01-14,05:31:37,4.99,3.7,35.4,62.53,0.04,6.65,118.75
2025-01-14,05:31:47,4.99,3.7,35.41,62.4,0,4.74,146.66
2025-01-14,05:31:57,4.99,3.7,35.44,62.1,0,4.97,330.62
2025-01-14,05:32:07,4.99,3.7,35.47,61.91,0,6.57,288.97
2025-01-14,05:32:17,4.99,3.7,35.47,61.96,0.02,6.02,124.76
2025-01-14,05:32:27,4.99,3.7,35.48,61.98,0.02,1.02,85
2025-01-14,05:32:37,4.99,3.7,35.5,62.05,0.02,2.29,31.73
2025-01-14,05:32:47,4.99,3.7,35.51,62.14,0,3.13,135.91
2025-01-14,05:32:57,4.99,3.7,35.55,61.87,0.02,0.78,12.86
2025-01-14,05:33:07,4.99,3.7,35.55,61.9,0.04,4.82,128.6
2025-01-14,05:33:17,4.99,3.7,35.61,61.85,0.02,2.29,90.67
2025-01-14,05:33:27,4.99,3.7,35.62,61.77,0.02,2.53,173.52
2025-01-14,05:33:37,4.99,3.7,35.65,61.82,0,4.94,202.3
2025-01-14,05:33:47,4.99,3.7,35.7,61.69,0.05,4.03,407.2
2025-01-14,05:33:57,4.99,3.7,35.71,61.66,0.05,5.47,571.19
2025-01-14,05:34:07,4.99,3.7,35.74,61.26,0,3.15,155.92
2025-01-14,05:34:17,4.99,3.7,35.78,61.36,0,2.72,118.02
2025-01-14,05:34:27,4.99,3.7,35.87,61.42,0.11,4.31,181.37
2025-01-14,05:34:37,4.99,3.7,35.89,61.23,0,1.22,93.22
2025-01-14,05:34:47,4.99,3.7,35.94,61.29,0.01,5.63,436.31
2025-01-14,05:34:57,4.99,3.7,35.99,61.1,0,4.61,477.74
2025-01-14,05:35:07,4.99,3.7,36.04,60.9,0.05,4.35,236.93
2025-01-14,05:35:17,4.99,3.7,36.09,60.81,0,4.68,446.77
2025-01-14,05:35:27,4.99,3.7,36.15,60.53,0,6.24,413.62
2025-01-14,05:35:37,4.99,3.7,36.21,60.45,0,3.98,492.84
2025-01-14,05:35:47,4.99,3.7,36.26,60.35,0,6.33,709.71
2025-01-14,05:35:57,4.99,3.7,36.31,60.04,0,1.5,64.38
2025-01-14,05:36:07,4.99,3.7,36.39,59.92,0,3.06,271.24
2025-01-14,05:36:17,4.99,3.7,36.42,59.87,0,8.67,339.91
2025-01-14,05:36:27,4.99,3.7,36.45,59.66,0,2.24,90.95
2025-01-14,05:36:37,4.99,3.7,36.5,59.56,0.05,4.03,71.89
2025-01-14,05:36:47,4.99,3.7,36.58,59.69,0,4.04,84.67
2025-01-14,05:36:57,4.99,3.7,36.61,59.85,0.02,8.89,129.95
2025-01-14,05:37:07,4.99,3.7,36.68,59.8,0,7.03,250.93
2025-01-14,05:37:17,4.99,3.7,36.7,59.51,0.02,1.36,84.63
2025-01-14,05:37:27,4.99,3.7,36.76,59.13,0,4.44,55.51
2025-01-14,05:37:37,4.99,3.7,36.82,59.29,0,0.71,42.41
2025-01-14,05:37:47,4.99,3.7,36.86,59.3,0,3.19,101.99
2025-01-14,05:37:57,4.99,3.7,36.92,59.17,0.02,5.11,133.28
2025-01-14,05:38:07,4.99,3.7,36.94,59.04,0,3.47,293.37
2025-01-14,05:38:17,4.99,3.7,37,58.89,0,3.84,70.06
2025-01-14,05:38:27,4.99,3.7,37.06,58.71,0,3.27,62.42
2025-01-14,05:38:37,4.99,3.7,37.09,58.72,0.02,2.47,96.3
2025-01-14,05:38:47,4.99,3.7,37.17,58.35,0,3.99,86.53
2025-01-14,05:38:57,4.99,3.7,37.24,57.91,0.01,1.4,60.43
2025-01-14,05:39:08,4.99,3.7,37.3,57.42,0,2.9,86.43
2025-01-14,05:39:18,4.99,3.7,37.34,57.23,0.02,3.56,175.52
2025-01-14,05:39:28,4.99,3.7,37.43,57.15,0,2.79,115.67
2025-01-14,05:39:38,4.99,3.7,37.46,57.03,0.02,0.96,25.85
2025-01-14,05:39:48,4.99,3.7,37.55,57.32,0,3.76,166.27
2025-01-14,05:39:58,4.99,3.7,37.63,57.33,0,4.77,332.94
2025-01-14,05:40:08,4.99,3.7,37.67,56.85,0.01,2.33,18.09
2025-01-14,05:40:18,4.99,3.7,37.74,56.86,0.03,1.58,66.49
2025-01-14,05:40:28,4.99,3.7,37.79,57.15,0,1.63,30.99
2025-01-14,05:40:38,4.99,3.7,37.9,57.02,0,0.37,11.18
2025-01-14,05:40:48,4.99,3.7,37.95,56.95,0.01,1.55,18.75
2025-01-14,05:40:58,4.99,3.7,38.03,56.82,0,2.85,127.65
2025-01-14,05:41:08,4.99,3.7,38.11,56.57,0.01,5.93,197.38
2025-01-14,05:41:18,4.99,3.7,38.2,56.34,0.02,1.53,236.35
2025-01-14,05:41:28,4.99,3.7,38.3,56.09,0.03,3.9,485.13
2025-01-14,05:41:38,4.99,3.7,38.38,55.62,0,4.47,297.32
2025-01-14,05:41:48,4.99,3.7,38.48,55.28,0.02,2.34,244.39
2025-01-14,05:41:58,4.99,3.7,38.57,55.17,0.06,2.97,253.3
2025-01-14,05:42:08,4.99,3.7,38.67,54.89,0,0.02,0
2025-01-14,05:42:18,4.99,3.7,38.75,54.82,0.01,5.44,327.58
2025-01-14,05:42:28,4.99,3.7,38.85,54.8,0,5.37,70.36
2025-01-14,05:42:38,4.99,3.7,38.95,54.78,0,0.77,3.61
2025-01-14,05:42:48,4.99,3.7,39.04,54.73,0,8.55,257.34
2025-01-14,05:42:58,4.99,3.7,39.15,54.53,0,3.19,185.47
2025-01-14,05:43:08,4.99,3.7,39.22,54.1,0.03,1.78,289.09
2025-01-14,05:43:18,4.99,3.7,39.33,53.73,0,4.18,69.54
2025-01-14,05:43:28,4.99,3.7,39.45,53.57,0,2.8,62.68
2025-01-14,05:43:38,4.99,3.7,39.52,53.05,0.01,3.57,59.34
2025-01-14,05:43:48,4.99,3.7,39.59,52.85,0,5,142.1
2025-01-14,05:43:58,4.99,3.7,39.69,52.88,0,1.31,11.44
2025-01-14,05:44:08,4.99,3.7,39.8,52.91,0.05,3.15,72.77
2025-01-14,05:44:18,4.99,3.7,39.86,52.73,0.02,5.06,76.97
2025-01-14,05:44:28,4.99,3.7,39.97,52.77,0.02,5.41,237.15
2025-01-14,05:44:38,4.99,3.7,40.03,52.23,0.03,2.74,48.69
2025-01-14,05:44:48,4.99,3.7,40.14,52.01,0,5.32,191.74
2025-01-14,05:44:58,4.99,3.7,40.21,51.64,0,4.2,362.22
2025-01-14,05:45:08,4.99,3.7,40.29,51.46,0,1.39,18.61
2025-01-14,05:45:18,4.99,3.7,40.37,51.54,0,2.92,113.55
2025-01-14,05:45:28,4.99,3.7,40.46,51.26,0,10.09,662.08
2025-01-14,05:45:38,4.99,3.7,40.53,50.78,0,0.95,9.63
2025-01-14,05:45:48,4.99,3.7,40.64,50.74,0.04,3.34,39.2
2025-01-14,05:45:58,4.99,3.7,40.68,50.77,0,4.41,73.93
2025-01-14,05:46:08,4.99,3.7,40.77,50.63,0.02,2.64,156.71
2025-01-14,05:46:18,4.99,3.7,40.86,50.73,0.02,2.47,23.01
2025-01-14,05:46:28,4.99,3.7,40.91,50.53,0,8.91,215.22
2025-01-14,05:46:38,4.99,3.7,40.96,50.22,0,2.22,20.98
